Platform	Genre	Name	Year_Released	Developer
DS	Fighting	Custom Beat Battle: Draglade 2	2008	?
DS	Misc	Gotouchi Kenkei DS	2006	?
PC	Simulation	The Sims 2: Glamour Life Stuff	2006	Maxis
DS	Misc	Bikkuriman Daijiten	N/A	?
PS3	Adventure	Accel World: Ginyoku no Kakusei	2012	?
GBA	Sports	Elf Bowling 1 & 2	2005	?
DS	Sports	Turbo: Super Stunt Squad	2013	Torus Games
XOne	Adventure	Game of Thrones (Telltale)	2015	?
XB	Simulation	GunGriffon: Allied Strike	2004	Game Arts
X360	Adventure	Batman: A Telltale Game Series	2016	?
PC	Puzzle	Mystery Case Files: Ravenhearst	2007	Big Fish Games
PSP	Misc	Stacked with Daniel Negreanu	2006	3G Studios
DS	Adventure	Vitamin X Evolution	2008	?
PSP	Platform	Saru! Get You! SaruSaru Daisakusen	2007	?
PC	Adventure	Midnight Mysteries: The Edgar Allan Poe Conspiracy	2009	MumboJumbo
3DS	Action	Barbie and Her Sisters Puppy Rescue	2015	"Torus Games, Little Orbit"
DS	Adventure	Arthur and the Invisibles	2007	?
GBA	Platform	The Flintstones: Big Trouble in Bedrock	2001	?
PC	Racing	RACE On	2009	SimBin
X360	Misc	PopCap Arcade Vol 2	2009	PopCap
DS	Misc	Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken	2010	?
PS4	Action	Summon Night 6: Lost Borders	2016	Media Vision
X360	Simulation	Majesty 2: The Fantasy Kingdom Sim	N/A	"1C, Ino-Co, 1C Company"
DS	Action	Silverlicious	2012	CokeM Interactive
DS	Misc	Smart Girl's Winter Wonderland	2008	UFO Interactive
PS2	Simulation	BeatMania IIDX 14 Gold	2008	?
SAT	Misc	Big Ichigeki! Pachi-Slot Taikouryku Universal Museum	1996	?
3DS	Action	Toriko: Ultimate Survival	2013	?
PC	Action	Song of the Deep	2016	Insomniac Games
DS	Misc	Vegas Casino	2007	Magnin & Associates
PC	Action	The Binding of Isaac	2012	"Edmund McMillen, Florian Himsl"
SAT	Role-Playing	Madou Monogatari	1998	?
Wii	Racing	Maximum Racing: GP Classic Racing	2010	Nordic Games Publishing
PS2	Adventure	Togainu no Chi: True Blood	2008	?
PS3	Action	Castlevania: Lords of Shadow - Reverie	2011	?
3DS	Adventure	Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai	2012	?
XB	Platform	Tork: Prehistoric Punk	2005	Tiwak
GBA	Adventure	Chicken Shoot 2	2005	Zuxxez
PS4	Role-Playing	Tokyo Xanadu eX+	2016	?
PSV	Platform	Airship Q	2015	?
PSV	Action	A Good Librarian Like a Good Shepherd: Library Party	2015	?
PC	Action	Overlord II	2009	Triumph Studios
DS	Simulation	Flipper Critters	2007	Zen Studios
DS	Sports	River City Super Sports Challenge	2010	Million
DS	Simulation	Sea Park Tycoon	2010	Most Wanted Entertainment
DS	Sports	Underground Pool	2007	FrontLine Studios
PS2	Misc	Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen	2008	?
PSP	Adventure	Accel World: Ginyoku no Kakusei	2012	?
DS	Misc	Travel Coach: Europe 1	2008	?
PSP	Role-Playing	Jikandia: The Timeless Land	2010	Opus Studio
PSP	Role-Playing	Classic Dungeon: Fuyoku no Masoujin	2010	?
SAT	Adventure	Rampo	1995	?
DS	Simulation	Toy Shop	2008	"Gameinvest, Seed Studios, Lda"
PC	Racing	DiRT Rally	2016	Codemasters
PC	Racing	Trials Fusion	2014	RedLynx
PS3	Racing	SuperCar Challenge	2009	System 3
DS	Simulation	My Pet Shop (JP sales)	2008	?
PS4	Action	Prison Architect	2016	"Introversion, Double Eleven"
PC	Adventure	Hallowed Legends: Samhain	2011	?
PSV	Role-Playing	Exstetra	2013	?
DS	Racing	Dodge Racing: Charger vs Challenger	2009	EM Studios
PSV	Action	Hakuoki Zuisouroku Omokage Hana	2015	?
Wii	Misc	Beastly	2011	Visual Impact
DS	Simulation	Gokujou!! Mecha Mote Iinchou: MM My Best Friend!	2010	?
PC	Strategy	Rome: Total War - Gold Edition	2006	Creative Assembly
PSP	Role-Playing	Breath of Fire III	2005	Capcom
DS	Racing	Biker Mice From Mars	2007	Full Fat
PSV	Role-Playing	Atelier Shallie Plus: Alchemists of the Dusk Sea	2016	Gust
PS2	Adventure	Hiiro no Kakera 2: Hisui no Shizuku	2007	?
X360	Sports	Summer Athletics 2009	2009	?
3DS	Action	PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!	2015	?
PS3	Fighting	JoJo's Bizarre Adventure: Eyes of Heaven	2015	?
PS3	Sports	Pro Yakyuu Spirits 5 Kanzenban	2008	?
X360	Sports	Rugby World Cup 2015	2015	HB Studios Multimedia
PSV	Role-Playing	Sorcery Saga: The Curse of the Great Curry God	2013	Zerodiv
PS3	Shooter	Cabela's Big Game Hunter: Pro Hunts	2014	Cauldron Ltd.
PS3	Sports	Hajime no Ippo: The Fighting! (2014)	2014	?
X360	Adventure	Game of Thrones (Telltale)	2015	?
PS2	Action	Dance Factory	2006	Broadsword Interactive
GBA	Platform	Totally Spies!	2005	?
DS	Puzzle	Jig-A-Pix: Wild World	2009	Frame Studios Interactive
PS	Action	DragonHeart: Fire & Steel	1996	?
X360	Adventure	Chaos;Head - Love Chu*Chu!	2010	?
SNES	Misc	Nishijin Pachinko Monogatari 2	1996	?
PC	Adventure	The Walking Dead: Season One	2012	?
PSV	Action	Hyperdimension Neptunia Re;Birth 2	2014	?
GC	Action	RoadKill	2003	Terminal Reality
PSP	Role-Playing	The Legend of Heroes III: Song of the Ocean	2006	Microvision
PC	Strategy	Combat Mission: Shock Force	2007	Big Time Software
PS3	Action	Top Gun: Hard Lock	2012	505 Games
PSV	Adventure	Alia's Carnival! Sacrament	2015	?
GC	Racing	F1 2002	2002	EA Sports
X360	Shooter	Mushihimesama Futari Ver 1.5	2009	?
SAT	Fighting	Pocket Fighter	1998	?
PSP	Adventure	Toaru Majutsu no Kagaku no Ensemble	2013	?
SAT	Strategy	Ojyousama Express	1998	?
GBA	Racing	Starsky & Hutch	2003	?
GBA	Platform	Sitting Ducks	2003	LSP
PSP	Adventure	Brothers Conflict: Brilliant Blue	2013	?
DS	Platform	Garfield: A Tale of Two Kitties	2006	Two Tribes
PC	Strategy	Men of War	2009	Best Way
Wii	Role-Playing	Eyeshield 21: Field Saikyou no Senshi Tachi	2007	?
PSP	Action	Fullmetal Alchemist: Brotherhood	N/A	?
PSV	Action	Bad Apple Wars	2015	Otomate
DS	Adventure	To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen	2008	?
DS	Adventure	House M.D.	2010	Legacy Interactive
Wii	Misc	thinkSMART FAMILY!	2010	Mentor Interactive
PSP	Puzzle	Ultimate Block Party	2004	Magicpot
PSP	Adventure	Last Escort: Club Katze	2010	?
PSV	Adventure	Renai Revenge	2015	?
XB	Misc	Stacked with Daniel Negreanu	2006	5000ft
DS	Puzzle	Mahjong 300	2011	?
PSP	Adventure	Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen	2010	?
DS	Misc	Konami Classics Series: Arcade Hits	2007	M2
PSV	Sports	WRC 5: FIA World Rally Championship	2015	?
PSV	Adventure	Infinite Stratos 2: Ignition Hearts	2014	?
PS2	Adventure	Otometeki Koi Kakumei * Love Revo	2006	?
PC	Misc	Guitar Hero: World Tour	2009	Neversoft Entertainment
PC	Platform	Super Meat Boy: Ultra Edition!	2011	?
GC	Platform	Dr. Muto	2002	Midway
PS3	Role-Playing	Super Heroine Chronicle	2014	?
X360	Shooter	Otomedius Gorgeous	2008	?
PS2	Puzzle	Egg Mania: Eggstreme Madness	2002	Kemco
PC	Simulation	Alter Ego	1985	"Viva Media, Viva Media, LLC"
PS2	Adventure	Kiniro no Corda 3	2010	?
3DS	Adventure	Zero Escape: Virtue's Last Reward	2012	ChunSoft
PS3	Fighting	Darkstalkers Resurrection	2013	Iron Galaxy Studios
PC	Action	Transformers: Devastation	2015	PlatinumGames
XOne	Racing	MotoGP 15	2015	Milestone S.r.l
SAT	Adventure	Highschool Terra Story	1998	?
X360	Sports	Summer Athletics: The Ultimate Challenge	2008	49Games
XOne	Sports	The Golf Club	2014	HB Studios Multimedia
DS	Simulation	Emergency! Disaster Rescue Squad	2009	?
PC	Role-Playing	Neverwinter Nights	2002	BioWare
PS2	Fighting	Suggoi! Arcana Heart 2	2009	?
DS	Puzzle	Crazy Machines	2008	?
PSV	Action	Ebikore Photo Kano Kiss	2015	?
PC	Misc	East India Company Collection	2010	Nitro Games
PSP	Adventure	Mother Goose no Himitsu no Yakata	2011	?
X360	Action	Fast & Furious: Showdown	2013	?
PSP	Sports	Winning Post 7 2009	2009	?
GEN	Misc	Puzzle & Action: Tant-R	1994	?
PSP	Action	Code Lyoko: Quest for Infinity	2008	Neko Entertainment
PS3	Action	The Voice	2014	Activision
XB	Role-Playing	Digimon World 4	2005	Bandai
Wii	Fighting	Guilty Gear XX Accent Core Plus	2009	Arc System Works
DS	Action	Kekkaishi: Kokubourou Shuurai	2008	?
XB	Action	Galleon: Islands of Mystery	2004	Confounding Factor
DS	Misc	Montessori Music	2008	Will
PS3	Sports	World Sports Competition	2009	?
DS	Action	Shugo Chara! Amunonijiro Chara Change	2008	?
PSP	Adventure	Renai 0 Kilometer	2013	?
PS2	Sports	Sunny Garcia Surfing	2001	Krome Studios
NG	Fighting	Far East of Eden Shinden	1995	?
DS	Adventure	Tantei Jinguuji Saburo DS: Kienai Kokoro	2008	?
PC	Simulation	Lock On: Modern Air Combat	2003	Eagle Dynamics
PS	Racing	MotorHead	1998	?
Wii	Platform	Max & the Magic Marker	2011	?
PSV	Adventure	Ao no Kanata no Four Rhythm	2016	?
PSP	Adventure	StormLover	2010	?
PSP	Role-Playing	Gloria Union	2011	?
PSP	Role-Playing	Gensou Suikoden I & II	2006	?
PS4	Action	Worms: WMD	2016	Team 17
PC	Sports	Shaun White Skateboarding	2010	Ubisoft Montreal
GBA	Role-Playing	Eyeshield 21: DevilBats DevilDays	2006	?
WiiU	Misc	Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi	2014	?
PSP	Action	Jyuzaengi: Engetsu Sangokuden	2012	?
PC	Action	Ratatouille	2007	Asobo Studio
PS3	Action	Shin Sangoku Musou Online: Kamishou Ranbu	2010	?
WiiU	Misc	Rabbids Land	2012	Ubisoft Paris
PS	Adventure	Dancing Blade II: Tears of Eden	1999	?
DS	Misc	Kokoro no Kokoron	2011	?
PS2	Adventure	Hiiro no Kakera 3: Aoikuro no Kusabi	2008	?
PS2	Simulation	BeatMania IIDX 13: DistorteD	2007	?
PC	Role-Playing	Guild Wars	2005	ArenaNet
GC	Sports	Go! Go! Hypergrind	2003	?
PSV	Adventure	Great Edo Blacksmith	2014	?
DS	Action	Keshisasu-Kun: Battle Kas-tival	2010	?
DS	Misc	Kaidan Restaurant: Zoku! Shin Menu 100-Sen	2011	?
PS	Racing	Peak Performance	1997	?
PC	Simulation	Take On Helicopters	2011	Bohemia Interactive
3DS	Action	Young Justice: Legacy	2013	Farsight Studios
3DS	Adventure	Kyokugen Dasshutsu ADV: Zennin Shiboudesu	2012	?
DS	Adventure	DokiDoki Majo Shinpan! 2	2008	?
PS2	Simulation	S.L.A.I.: Steel Lancer Arena International	2005	Genki
XB	Racing	Freaky Flyers	2003	Midway
DS	Action	Nacho Libre	2006	BudCat
3DS	Action	Power Rangers Super Megaforce	2014	Bandai Namco Games
PC	Strategy	Homeworld 2	2003	Relic
PS	Action	Zoboomafoo: Leapin' Lemurs!	2001	?
PC	Platform	Rayman 3: Hoodlum Havoc	2003	Ubisoft
X360	Fighting	Dennou Senki Virtual-On Force	2010	?
X360	Sports	Rugby 15	2015	HB Studios Multimedia
DS	Sports	Nettou! Powerful Koushien	2010	?
PS2	Role-Playing	Graffiti Kingdom	2004	Taito Corporation
PC	Strategy	King Arthur II	2011	?
PSP	Simulation	Armored Core SL: Silent Line Portable	2009	?
PSV	Action	Looney Tunes: Galactic Sports	2015	Virtual Toys
PSP	Adventure	To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen	2008	?
XB	Shooter	Combat Elite: WWII Paratroopers	N/A	BattleBorne
PS	Shooter	Lethal Enforcers I & II	1996	?
PSP	Puzzle	Bubble Bobble Evolution	2006	Opus
GBA	Platform	Klonoa 2: Dream Champ Tournament	2002	Namco
DS	Misc	Who Wants to be a Millionaire: 1st Edition	2007	?
PSP	Platform	N+	2007	"Metanet Software Inc., SilverBirch Studios"
PSP	Sports	Minna no Golf Jou Vol.1	2007	?
PS	Racing	Ducati World Racing Challenge	2001	Attention To Detail
GBA	Puzzle	Super Collapse! II	2004	?
PS2	Misc	Pop'n Music 14 Fever!	2007	?
GBA	Misc	Golden Nugget Casino / Texas Hold 'Em Double Pack	2005	?
PSP	Role-Playing	Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito	2010	?
DS	Adventure	Lux-Pain (JP sales)	2008	?
GBA	Racing	Smashing Drive	2004	Raylight Studios
DS	Role-Playing	Away: Shuffle Dungeon	2008	"Mistwalker, Artoon"
N64	Sports	Big Mountain 2000	1998	?
N64	Platform	Starshot: Space Circus Fever	1998	?
N64	Action	Charlie Blasts Territory	1999	?
X360	Fighting	Senko no Ronde DUO	2010	?
PC	Strategy	Knights of Honor	2004	Black Sea Studios
GBA	Role-Playing	CIMA: The Enemy	2003	Neverland
DS	Adventure	Tokimeki Memorial Girl's Side 1st Love Plus	2009	?
PC	Adventure	The Inner World	2013	Headup Games
PSP	Fighting	Katekyoo Hitman Reborn! Kizuna no Tag Battle	2010	?
DS	Action	Code Geass: Hangyaku no Lelouch	2007	?
WiiU	Action	Terraria	2016	"Engine Software, Re-Logic"
DS	Misc	Hudson x GReeeeN Live!? DeeeeS!?	2010	?
SNES	Misc	Daibakushou: Jinsei Gekijou	1995	?
GBA	Puzzle	Marble Madness / Klax	2005	Frame Studios Interactive
PSP	Action	Downstream Panic!	2008	?
DS	Adventure	Suzumiya Haruhi no Chokuretsu	2009	?
PSP	Misc	DJ Max Portable 3	2010	"PM Studios Inc., Pentavision Entertainment"
Wii	Action	Boot Camp Academy	2010	Ubisoft
PS3	Misc	The Idolmaster: Gravure For You! Vol. 5	2012	?
PS2	Adventure	S.Y.K Renshouden	2010	?
PC	Strategy	Empire Earth II	2005	Mad Doc Software
PSP	Adventure	Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future	2011	?
DS	Action	Pet Alien: An Intergalactic Puzzlepalooza	2007	Shin'en
PS	Strategy	Nectaris: Military Madness	1998	?
PS2	Strategy	Galaxy Angel II: Mugen Kairou no Kagi	2007	?
PS2	Adventure	D.C.I.F.: Da Capo Innocent Finale	2009	?
SNES	Strategy	Konpeki no Kantai	1995	?
Wii	Misc	Who Wants to be a Millionaire: 1st Edition	2007	?
PS	Shooter	BRAHMA Force: The Assault on Beltlogger 9	1996	?
PS2	Strategy	Tenka-bito	2006	?
PSP	Puzzle	Hot Pixel	2007	zSlide
DS	Puzzle	Doodle Hex	2008	Tragnarion Studios
PSV	Role-Playing	Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special	2015	?
XOne	Racing	Valentino Rossi: The Game	2016	Milestone S.r.l
DS	Action	Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen	2009	?
PC	Strategy	Codename: Panzers Cold War	2009	Stormregion
PS2	Fighting	Samurai Spirits: Tenkaichi Kenkakuden	N/A	?
PS	Fighting	Robo Pit	1995	?
Wii	Adventure	Story Hour: Adventures	2008	Other Ocean Interactive
PS3	Simulation	Muv-Luv Alternative: Total Eclipse	2013	?
GBA	Shooter	R-Type III: The Third Lightning	2004	Raylight Studios
PC	Action	Star Wars: The Force Unleashed II	2010	LucasArts
Wii	Racing	Heathcliff! The Fast and the Furriest	2010	Storm City Games
PSV	Action	Darius Burst: Chronicle Saviours	2016	?
PSP	Puzzle	Blokus Portable: Steambot Championship	2006	Irem
3DS	Role-Playing	Medabots Girls Mission: Metabee Ver. / Rokusho Ver.	2016	?
PS2	Adventure	Hakuouki	2008	?
GBA	Puzzle	Atomic Betty	2005	"Big Blue Bubble Inc., Breakthrough New Media"
DS	Action	"Princess Natasha: Student, Secret Agent, Princess"	2006	?
PC	Shooter	Doom	1992	id Software
XB	Strategy	Robin Hood: Defender of the Crown	2003	Atomic Planet Entertainment
X360	Role-Playing	Monster Hunter Frontier Online: Season 10	2011	?
GBA	Sports	Street Jam Basketball	2004	Prograph
PSP	Simulation	Armored Core: Last Raven Portable	2010	From Software
PS	Strategy	Master of Monsters: Disciples of Gaia	1997	?
Wii	Strategy	SD Gundam: Gashapon Wars	2010	?
XB	Action	Curious George	2006	Monkey Bar Games
GBA	Platform	Disney's Aladdin	2003	Disney Interactive
XB	Sports	Virtual Pool: Tournament Edition	2005	Celeris
PSV	Action	Phantasy Star Online 2: Episode 3 Deluxe Package	2015	?
PC	Simulation	SimCity	1988	Maxis
PSP	Misc	Nippon no Asoko de	2008	?
PC	Action	Harry Potter and the Half-Blood Prince	2009	EA Bright Light
PSV	Action	Higurashi no Naku Koro ni Iki	2015	?
Wii	Racing	Harley-Davidson: Road Trip	2010	Destineer
PSV	Role-Playing	MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All	2015	?
DS	Role-Playing	MapleStory DS	2010	?
DS	Action	Playmobil Top Agents	2010	Dreamcatcher
PC	Shooter	Doom 3 BFG Edition	2012	id Software
DS	Racing	Pimp My Ride: Street Racing	2009	Virtuos
3DS	Strategy	Romance of the Three Kingdoms II	2015	?
GBA	Platform	Popeye: Rush for Spinach	2005	Magic Pockets
PS2	Strategy	Culdcept	2002	NEC Interchannel
PCFX	Role-Playing	Blue Breaker: Ken Yorimo Hohoemi o	1996	?
PS3	Action	Bladestorm: Nightmare	2015	Koei Tecmo Games
PS2	Simulation	BeatMania IIDX 15: DJ Troopers	2008	?
PSP	Misc	Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa	2011	?
GBA	Action	Planet of the Apes	2001	Torus Games
PSV	Adventure	OZMAFIA!! -vivace-	2015	?
DS	Adventure	Drake & Josh: Talent Showdown	2007	?
SNES	Misc	Hissatsu Pachinko Collection 3	1995	?
XB	Sports	Real World Golf	2006	"Aqua Pacific, In2Games"
3DS	Action	Kung Fu Panda: Showdown of Legendary Legends	2015	"Vicious Cycle, Little Orbit"
PSP	Action	Oumagatoki: Kaidan Romance	2012	?
PC	Racing	GTR Evolution	2008	SimBin
PS3	Misc	Mahjong Kakutou Club: Zenkoku Taisenban	2006	?
PSP	Adventure	Hayate no Gotoku! Nightmare Paradise	2009	?
PC	Role-Playing	Lords of the Fallen	2014	"City Interactive, Deck 13"
PSP	Sports	NBA 08	2007	SCEA
PC	Strategy	Sins of a Solar Empire	2008	Ironclad Games
PSV	Role-Playing	New Tokyo Legacy: Operation Babel	2015	?
X360	Adventure	The Wolf Among Us	2011	?
3DS	Misc	HappinessCharge PreCure! Kawarun Collection	2014	?
DS	Action	Nanashi no Game Me	2009	?
PC	Sports	NBA 2K13	2012	Visual Concepts
PC	Action	Resident Evil 4	2007	Capcom
PS2	Shooter	DICE: DNA Integrated Cybernetic Enterprises	2005	Natsume
PC	Action	007: Quantum of Solace	2008	Treyarch
DS	Action	Treasure Gaust: Gaust Diver Crimson Red / Deep Purple	2007	?
PSP	Misc	Megpoid the Music#	2013	?
XOne	Adventure	Batman: A Telltale Game Series	2016	Telltale Games
XB	Platform	Wallace & Gromit in Project Zoo	2003	?
DS	Puzzle	Boulder Dash: Rocks!	2007	?
PS	Action	Grid Runner	1996	?
DS	Strategy	Saihai no Yukue	2008	?
XB	Role-Playing	Metal Dungeon	2002	Panther Software
GC	Racing	Drome Racers	2003	Attention To Detail
PC	Simulation	World of Zoo	2009	Blue Fang Games
PS2	Simulation	Guitar Freaks V & DrumMania V	2006	?
DS	Adventure	Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou	2009	?
PC	Role-Playing	Royal Palace of White Sword and The City of Gentiles	2009	?
X360	Misc	Triple Pack: Xbox Live Arcade Compilation	2011	Various
GBA	Action	Gekido Advance: Kintaro's Revenge	2002	Naps Team
DS	Misc	Dream Pinball 3D	2008	TopWare Interactive
XB	Strategy	Future Tactics: The Uprising	2004	?
PS3	Sports	Winter Sports 3: The Great Tournament	2010	49Games
GBA	Sports	Power Poke Dash	2006	?
DS	Misc	Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono	2009	?
PSP	Adventure	Detective Opera: Milky Holmes 2	2012	?
PSV	Adventure	Nisekoi: Yomeiri!?	2014	?
PSP	Role-Playing	Blaze Union: Story to Reach the Future	2010	?
Wii	Action	Barbie and Her Sisters Puppy Rescue	2015	"Torus Games, Little Orbit"
PS3	Sports	Handball 16	2015	EKO Software
PC	Strategy	Commander: Conquest of the Americas	2010	Nitro Games
X360	Shooter	World of Tanks	N/A	Microsoft Game Studios
PC	Action	LEGO Pirates of the Caribbean: The Video Game	2011	Traveller's Tales
PSP	Racing	Race Driver 2006	2006	Sumo Digital
DS	Adventure	Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna	2010	?
PS4	Action	Samurai Warriors: Sanada Maru	2016	Omega Force
GBA	Action	Buffy the Vampire Slayer: Wrath of the Darkhul King	2003	Natsume
PC	Shooter	Battlefield 1942: The WW II Anthology	2004	?
PSV	Role-Playing	Genkai Tokki: Seven Pirates	2016	?
PS3	Misc	Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa	2011	?
PSV	Adventure	Parfait	2015	?
WiiU	Platform	Mighty No. 9	2016	Inti Creates
PS	Racing	Roadsters	2000	?
DS	Puzzle	Merv Griffin's Crosswords	2008	?
X360	Shooter	DeathSmiles II	2010	?
PC	Adventure	The Great Mystery Hidden Object Package 5	2015	?
PSV	Action	Kenka Bancho Otome	2016	?
GBA	Sports	Calcio Bit	2006	?
PC	Action	Star Trek: The Game	2013	?
XB	Racing	Whiteout	2002	Konami
PS2	Strategy	Galaxy Angel II: Zettairyouiki no Tobira	2006	?
DS	Action	Kung Fu Panda: Legendary Warriors	2008	Artificial Mind and Movement
PSP	Strategy	Hyakumanton no Bara Bara	2010	?
PSV	Role-Playing	Superdimension Neptune vs Sega Hard Girls	2016	Compile Heart
PS4	Puzzle	The Talos Principle	2015	Croteam
GBA	Fighting	Hajime no Ippo: The Fighting	2002	?
PSP	Adventure	Sokukoku no Kusabi: Hiiro no Kakera 3 Portable	2010	?
PSP	Role-Playing	Spectral Souls: Resurrection of the Ethereal Empires	2005	"Neverland, Idea Factory"
XB	Adventure	Syberia II	2004	Microids
XB	Racing	Motor Trend presents Lotus Challenge	2003	Kuju Entertainment
PC	Platform	Braid	2009	"Number None Inc., Knockout Games"
3DS	Action	Gudetama: Hanjuku de Tanomuwa	2015	?
DS	Adventure	LEGO Legends of Chima: Laval's Journey	2013	TT Games
DS	Action	Bleach DS 4th: Flame Bringer	2009	?
PC	Action	Syberia	2002	Microids
Wii	Action	Pacific Liberator	2009	Team6 Game Studios
DS	Adventure	Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure	2009	?
PSP	Fighting	The King of Fighters Portable '94~'98: Chapter of Orochi	2010	?
Wii	Puzzle	Puzzle Challenge: Crosswords and More!	2009	?
DS	Action	Turn It Around	2006	"Taito Corporation, 505 Games"
PSP	Adventure	Nisenochigiri: Omoide no Saki e	2011	?
PC	Adventure	Jack Keane	2008	Legacy Interactive
DS	Simulation	Girls Only	2010	?
PC	Action	Monsters vs. Aliens	2009	Beenox
PS	Adventure	In Cold Blood	2000	?
GC	Action	Fireblade	2002	Kuju Entertainment
PSP	Adventure	Kamigami no Asobi	2013	?
PSV	Action	Harukanaru Toki no Naka de 6	2015	?
GBA	Action	Kong: King of Atlantis	2005	SkyRiver Studios
SNES	Action	Kidou Senshi V Gundam	1994	?
DS	Action	Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki	2005	?
PS2	Fighting	Wrestle Angels: Survivor 2	2008	?
X360	Action	Onechanbara Z Kagura	2012	?
PC	Racing	Ride	2015	Milestone S.r.l
XB	Fighting	The King of Fighters 02/03	2005	SNK
XB	Sports	ESPN Winter X Games: Snowboarding 2002	2002	Konami
PSP	Misc	Mega Minis Volume 2	2011	?
DS	Adventure	Safari Adventures: Africa	2008	Conspiracy Entertainment
PSP	Adventure	Tsuku Monogatari	2011	?
PS2	Adventure	Vitamin Z	2009	?
PSP	Adventure	Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu	2011	?
